datetime, ibi
2020-02-13 15:42:21.505896,1.031297
2020-02-13 15:43:03.492193,0.937543
2020-02-13 15:43:04.460987,0.968794
2020-02-13 15:45:01.325711,0.937543
2020-02-13 15:45:02.247629,0.921917
2020-02-13 15:45:03.294552,1.046923
2020-02-13 15:45:04.232095,0.937543
2020-02-13 15:45:08.107272,1.000046
2020-02-13 15:45:20.076570,0.968794
2020-02-13 15:45:54.968792,0.890666
2020-02-13 15:45:55.890709,0.921917
2020-02-13 15:45:56.781375,0.890666
2020-02-13 15:45:57.672041,0.890666
2020-02-13 15:46:26.392106,0.812537
2020-02-13 15:46:27.345274,0.953169
2020-02-13 15:46:28.298443,0.953169
2020-02-13 15:48:53.742600,1.015671
2020-02-13 15:48:54.914529,1.171929
2020-02-13 15:48:56.164586,1.250057
2020-02-13 15:48:57.195884,1.031297
2020-02-13 15:49:26.009702,0.750034
2020-02-13 15:49:26.634731,0.625029
2020-02-13 15:49:27.197257,0.562526
2020-02-13 15:49:39.619700,1.078174
2020-02-13 15:49:40.697875,1.078174
2020-02-13 15:49:41.744798,1.046923
2020-02-13 15:49:42.901101,1.156303
2020-02-13 15:53:37.786852,1.000046
2020-02-13 15:53:38.677518,0.890666
2020-02-13 15:53:39.521307,0.8437889999999999
2020-02-13 15:53:40.443224,0.921917
2020-02-13 15:53:41.333890,0.890666
2020-02-13 15:53:46.756013,0.8594139999999999
2020-02-13 15:53:47.740433,0.9844200000000001
2020-02-13 15:53:48.771730,1.031297
2020-02-13 15:53:49.803027,1.031297
2020-02-13 15:53:50.662442,0.8594139999999999
2020-02-13 15:53:51.631236,0.968794
2020-02-13 15:53:52.568779,0.937543
2020-02-13 15:53:53.475070,0.906291
2020-02-13 15:53:54.521993,1.046923
2020-02-13 15:53:55.647045,1.125051
2020-02-13 15:54:02.522360,0.812537
2020-02-13 15:54:18.804355,0.8437889999999999
2020-02-13 15:54:19.773149,0.968794
2020-02-13 15:54:20.820072,1.046923
2020-02-13 15:54:27.445375,1.015671
2020-02-13 15:54:28.445421,1.000046
2020-02-13 15:54:29.429841,0.9844200000000001
2020-02-13 15:54:30.429887,1.000046
2020-02-13 15:54:31.367430,0.937543
2020-02-13 15:54:32.414353,1.046923
2020-02-13 15:54:45.118059,0.750034
2020-02-13 15:54:45.868094,0.750034
2020-02-13 15:54:46.868140,1.000046
2020-02-13 15:54:47.868185,1.000046
2020-02-13 15:54:48.602594,0.734409
2020-02-13 15:54:49.399505,0.7969109999999999
2020-02-13 15:54:50.383925,0.9844200000000001
2020-02-13 15:54:51.258965,0.8750399999999999
2020-02-13 15:54:52.321514,1.062549
2020-02-13 15:54:53.165303,0.8437889999999999
2020-02-13 15:54:54.165349,1.000046
2020-02-13 15:55:02.696989,0.8437889999999999
2020-02-13 15:55:03.462649,0.76566
2020-02-13 15:55:08.853521,1.031297
2020-02-13 15:55:19.963404,1.156303
2020-02-13 15:55:21.244713,1.281309
2020-02-13 15:55:22.463519,1.218806
2020-02-13 15:55:28.401291,0.7969109999999999
2020-02-13 15:55:29.229454,0.8281629999999999
2020-02-13 15:55:30.182622,0.953169
2020-02-13 15:55:31.057662,0.8750399999999999
2020-02-13 15:55:31.776445,0.718783
2020-02-13 15:55:32.526479,0.750034
2020-02-13 15:55:33.401520,0.8750399999999999
2020-02-13 15:55:34.276560,0.8750399999999999
2020-02-13 15:55:35.151600,0.8750399999999999
2020-02-13 15:55:35.948511,0.7969109999999999
2020-02-13 15:55:36.886054,0.937543
2020-02-13 15:55:37.839223,0.953169
2020-02-13 15:55:38.854894,1.015671
2020-02-13 15:55:48.449083,0.921917
2020-02-13 15:56:04.309184,0.953169
2020-02-13 15:58:47.863546,0.750034
2020-02-13 15:58:48.691709,0.8281629999999999
2020-02-13 15:58:49.426117,0.734409
2020-02-13 15:58:50.098023,0.671906
2020-02-13 16:00:13.492465,0.578151
2020-02-13 16:01:36.558768,0.500023
2020-02-13 16:01:37.043165,0.484397
2020-02-13 16:01:37.590065,0.5469
2020-02-13 16:01:38.074462,0.484397
2020-02-13 16:01:38.636988,0.562526
2020-02-13 16:01:39.090134,0.453146
2020-02-13 16:01:39.574531,0.484397
2020-02-13 16:01:40.152682,0.578151
2020-02-13 16:01:40.652705,0.500023
2020-02-13 16:01:41.121477,0.468771
2020-02-13 16:01:41.621500,0.500023
2020-02-13 16:01:42.137148,0.515649
2020-02-13 16:01:42.652797,0.515649
2020-02-13 16:01:43.121568,0.468771
2020-02-13 16:01:43.590340,0.468771
2020-02-13 16:01:44.105988,0.515649
2020-02-13 16:01:44.621637,0.515649
2020-02-13 16:01:45.184163,0.562526
2020-02-13 16:02:32.233191,0.453146
2020-02-13 16:02:32.733214,0.500023
2020-02-13 16:02:33.280114,0.5469
2020-02-13 16:02:33.827014,0.5469
2020-02-13 16:02:34.373914,0.5469
2020-02-13 16:02:34.842686,0.468771
2020-02-13 16:02:38.545980,0.609403
2020-02-13 16:02:44.499378,0.39064299999999996
2020-02-13 16:02:48.312052,0.484397
2020-02-13 16:02:48.890204,0.578151
2020-02-13 16:02:49.421478,0.531274
2020-02-13 16:02:49.921501,0.500023
2020-02-13 16:02:50.452775,0.531274
2020-02-13 16:02:51.030927,0.578151
2020-02-13 16:02:51.530950,0.500023
2020-02-13 16:02:51.937218,0.406269
2020-02-13 16:02:55.796770,0.500023
2020-02-13 16:02:56.374921,0.578151
2020-02-13 16:02:56.937447,0.562526
2020-02-13 16:02:57.499973,0.562526
2020-02-13 16:02:58.093750,0.593777
2020-02-13 16:03:12.281899,0.42189399999999994
2020-02-13 16:03:16.563345,0.406269
2020-02-13 16:03:53.065016,0.671906
2020-02-13 16:05:55.539372,1.046923
2020-02-13 16:05:56.320658,0.7812859999999999
2020-02-13 16:05:57.414458,1.0938
2020-02-13 16:05:58.414504,1.000046
2020-02-13 16:05:59.289544,0.8750399999999999
2020-02-13 16:06:00.133332,0.8437889999999999
2020-02-13 16:08:00.107574,0.7969109999999999
2020-02-13 16:08:01.029491,0.921917
2020-02-13 16:08:01.935783,0.906291
2020-02-13 16:08:09.248618,0.8437889999999999
2020-02-13 16:08:10.092406,0.8437889999999999
2020-02-13 16:10:18.223272,0.9844200000000001
2020-02-13 16:10:21.707806,0.906291
2020-02-13 16:12:12.259742,0.593777
2020-02-13 16:13:33.341578,0.8437889999999999
2020-02-13 16:14:08.936958,1.109426
2020-02-13 16:19:41.124039,1.000046
2020-02-13 16:19:42.108459,0.9844200000000001
2020-02-13 16:19:43.046002,0.937543
2020-02-13 16:21:55.692699,1.000046
2020-02-13 16:21:56.677119,0.9844200000000001
2020-02-13 16:21:57.724042,1.046923
2020-02-13 16:21:58.755339,1.031297
2020-02-13 16:21:59.724133,0.968794
2020-02-13 16:22:00.739805,1.015671
2020-02-13 16:22:01.942985,1.20318
2020-02-13 16:22:02.943031,1.000046
2020-02-13 16:22:03.771194,0.8281629999999999
2020-02-13 16:22:10.818391,0.937543
2020-02-13 16:22:11.787185,0.968794
2020-02-13 16:22:12.740354,0.953169
2020-02-13 16:22:13.631020,0.890666
2020-02-13 16:22:19.615669,0.953169
2020-02-13 16:22:20.568837,0.953169
2020-02-13 16:22:21.693889,1.125051
2020-02-13 16:22:22.772063,1.078174
2020-02-13 16:22:28.678584,0.968794
2020-02-13 16:22:29.631752,0.953169
2020-02-13 16:22:30.600547,0.968794
2020-02-13 16:22:31.694347,1.0938
2020-02-13 16:22:32.756895,1.062549
2020-02-13 16:22:33.772567,1.015671
2020-02-13 16:22:34.881993,1.109426
2020-02-13 16:22:35.975793,1.0938
2020-02-13 16:22:36.975838,1.000046
2020-02-13 16:22:38.022761,1.046923
2020-02-13 16:22:39.132187,1.109426
2020-02-13 16:22:40.272864,1.140677
2020-02-13 16:22:41.319787,1.046923
2020-02-13 16:22:42.382336,1.062549
2020-02-13 16:22:43.460510,1.078174
2020-02-13 16:22:44.538685,1.078174
2020-02-13 16:22:45.632485,1.0938
2020-02-13 16:22:46.710659,1.078174
2020-02-13 16:22:47.679453,0.968794
2020-02-13 16:22:48.742002,1.062549
2020-02-13 16:23:19.055890,0.578151
2020-02-13 16:23:56.651361,1.078174
2020-02-13 16:23:57.760787,1.109426
2020-02-13 16:25:54.312997,0.7812859999999999
2020-02-13 16:25:55.203662,0.890666
2020-02-13 16:26:11.173143,0.968794
2020-02-13 16:26:12.141938,0.968794
2020-02-13 16:26:13.079481,0.937543
2020-02-13 16:26:13.938895,0.8594139999999999
2020-02-13 16:26:14.767058,0.8281629999999999
2020-02-13 16:26:15.704601,0.937543
2020-02-13 16:26:16.782775,1.078174
2020-02-13 16:27:05.691264,0.8281629999999999
2020-02-13 16:27:06.519427,0.8281629999999999
2020-02-13 16:27:07.316339,0.7969109999999999
2020-02-13 16:28:31.976464,0.8750399999999999
2020-02-13 16:30:21.590857,1.046923
2020-02-13 16:30:22.653405,1.062549
2020-02-13 16:30:23.731580,1.078174
2020-02-13 16:30:24.934760,1.20318
2020-02-13 16:30:25.997308,1.062549
2020-02-13 16:30:26.997354,1.000046
2020-02-13 16:31:59.501589,1.015671
2020-02-13 16:32:00.532886,1.031297
2020-02-13 16:32:01.501680,0.968794
2020-02-13 16:32:07.564458,1.000046
2020-02-13 16:32:08.580129,1.015671
2020-02-13 16:32:09.627052,1.046923
2020-02-13 16:32:10.767729,1.140677
2020-02-13 16:32:51.722729,1.062549
2020-02-13 16:32:52.832155,1.109426
2020-02-13 16:32:53.894703,1.062549
2020-02-13 16:32:54.941626,1.046923
2020-02-13 16:33:21.474091,0.750034
2020-02-13 16:33:29.599463,0.890666
2020-02-13 16:33:30.568257,0.968794
2020-02-13 16:33:31.537051,0.968794
2020-02-13 16:33:32.427717,0.890666
2020-02-13 16:33:33.552769,1.125051
2020-02-13 16:33:34.505937,0.953169
2020-02-13 16:33:35.599737,1.0938
2020-02-13 16:33:36.740415,1.140677
2020-02-13 16:33:37.834215,1.0938
2020-02-13 16:33:38.943640,1.109426
2020-02-13 16:33:39.943686,1.000046
2020-02-13 16:33:46.944007,1.078174
2020-02-13 16:33:47.834672,0.890666
2020-02-13 16:33:48.881595,1.046923
2020-02-13 16:33:49.975395,1.0938
2020-02-13 16:33:50.928564,0.953169
2020-02-13 16:33:51.928610,1.000046
2020-02-13 16:33:52.975533,1.046923
2020-02-13 16:33:54.038081,1.062549
2020-02-13 16:34:03.772902,0.937543
2020-02-13 16:34:04.804199,1.031297
2020-02-13 16:34:05.929251,1.125051
2020-02-13 16:34:06.788665,0.8594139999999999
2020-02-13 16:34:07.773085,0.9844200000000001
2020-02-13 16:34:08.632499,0.8594139999999999
2020-02-13 16:34:09.663797,1.031297
2020-02-13 16:34:10.695094,1.031297
2020-02-13 16:34:11.757643,1.062549
2020-02-13 16:34:12.960823,1.20318
2020-02-13 16:34:34.164918,1.046923
2020-02-13 16:34:35.399350,1.234432
2020-02-13 16:34:40.274573,1.171929
2020-02-13 16:34:45.399807,1.140677
2020-02-13 16:34:46.368602,0.968794
2020-02-13 16:34:47.337396,0.968794
2020-02-13 16:34:48.274939,0.937543
2020-02-13 16:34:49.493745,1.218806
2020-02-13 16:35:00.166108,0.8281629999999999
2020-02-13 16:35:07.822709,0.968794
2020-02-13 16:35:09.025889,1.20318
2020-02-13 16:35:10.041560,1.015671
2020-02-13 16:35:11.182238,1.140677
2020-02-13 16:35:12.244786,1.062549
2020-02-13 16:35:13.197955,0.953169
2020-02-13 16:35:14.229252,1.031297
2020-02-13 16:35:15.338678,1.109426
2020-02-13 16:35:16.260595,0.921917
2020-02-13 16:35:17.401272,1.140677
2020-02-13 16:35:29.229939,1.109426
2020-02-13 16:35:30.292487,1.062549
2020-02-13 16:35:31.292533,1.000046
2020-02-13 16:35:32.308205,1.015671
2020-02-13 16:35:42.199282,0.968794
2020-02-13 16:35:43.324334,1.125051
2020-02-13 16:35:44.355631,1.031297
2020-02-13 16:35:45.324425,0.968794
2020-02-13 16:36:16.419599,0.9844200000000001
2020-02-13 16:36:17.357142,0.937543
2020-02-13 16:36:18.216556,0.8594139999999999
2020-02-13 16:36:19.075970,0.8594139999999999
2020-02-13 16:36:19.966636,0.890666
2020-02-13 16:37:39.610907,0.9844200000000001
2020-02-13 16:37:40.673456,1.062549
2020-02-13 16:37:41.751630,1.078174
2020-02-13 16:37:42.970436,1.218806
2020-02-13 16:38:25.269247,0.9844200000000001
2020-02-13 16:38:26.300544,1.031297
2020-02-13 16:38:27.191210,0.890666
2020-02-13 16:38:28.191256,1.000046
2020-02-13 16:38:29.285056,1.0938
2020-02-13 16:38:30.441359,1.156303
2020-02-13 16:38:31.550785,1.109426
2020-02-13 16:38:32.488328,0.937543
2020-02-13 16:38:33.457122,0.968794
2020-02-13 16:38:34.691553,1.234432
2020-02-13 16:38:35.550968,0.8594139999999999
2020-02-13 16:39:10.021296,0.8437889999999999
2020-02-13 16:39:11.146347,1.125051
2020-02-13 16:39:12.208896,1.062549
2020-02-13 16:39:13.271444,1.062549
2020-02-13 16:39:29.662820,0.9844200000000001
2020-02-13 16:39:30.584737,0.921917
2020-02-13 16:39:31.537905,0.953169
2020-02-13 16:39:32.522326,0.9844200000000001
2020-02-13 16:40:11.961631,1.125051
2020-02-13 16:46:07.821670,1.125051
2020-02-13 16:46:12.274998,0.968794
2020-02-13 16:46:13.275044,1.000046
2020-02-13 16:46:14.290716,1.015671
2020-02-13 16:46:15.212633,0.921917
2020-02-13 16:46:16.150176,0.937543
2020-02-13 16:46:17.259602,1.109426
2020-02-13 16:46:18.369027,1.109426
2020-02-13 16:46:19.384699,1.015671
2020-02-13 16:46:20.447248,1.062549
2020-02-13 16:46:21.587925,1.140677
2020-02-13 16:46:22.634848,1.046923
2020-02-13 16:46:23.713022,1.078174
2020-02-13 16:46:24.759945,1.046923
2020-02-13 16:46:25.791242,1.031297
2020-02-13 16:46:26.869416,1.078174
2020-02-13 16:46:35.604191,0.937543
2020-02-13 16:46:36.588611,0.9844200000000001
2020-02-13 16:46:51.745555,1.046923
2020-02-13 16:46:52.745601,1.000046
2020-02-13 16:48:49.579074,0.7812859999999999
2020-02-13 16:48:50.344734,0.76566
2020-02-13 16:49:07.189255,0.7969109999999999
2020-02-13 16:49:07.986166,0.7969109999999999
2020-02-13 16:49:08.970586,0.9844200000000001
2020-02-13 16:49:09.783123,0.812537
2020-02-13 16:49:10.705041,0.921917
2020-02-13 16:49:11.642584,0.937543
2020-02-13 16:49:12.564501,0.921917
2020-02-13 16:49:13.455167,0.890666
2020-02-13 16:49:14.377084,0.921917
2020-02-13 16:49:15.252124,0.8750399999999999
2020-02-13 16:49:16.267795,1.015671
2020-02-13 16:49:17.205338,0.937543
2020-02-13 16:49:18.205384,1.000046
2020-02-13 16:49:19.189804,0.9844200000000001
2020-02-13 16:49:20.221101,1.031297
2020-02-13 16:51:31.414607,0.7969109999999999
2020-02-13 16:51:32.149015,0.734409
2020-02-13 16:51:32.899050,0.750034
2020-02-13 16:51:33.570956,0.671906
2020-02-13 16:51:34.305364,0.734409
2020-02-13 16:51:35.024147,0.718783
2020-02-13 16:52:19.729318,0.8750399999999999
2020-02-13 16:52:20.807492,1.078174
2020-02-13 16:52:21.791913,0.9844200000000001
2020-02-13 16:56:01.036324,0.906291
2020-02-13 16:56:02.020744,0.9844200000000001
2020-02-13 16:56:42.710106,0.890666
2020-02-13 16:56:49.382287,0.8594139999999999
2020-02-13 16:56:50.288578,0.906291
2020-02-13 16:56:58.007681,1.031297
2020-02-13 16:56:58.929599,0.921917
2020-02-13 16:56:59.773387,0.8437889999999999
2020-02-13 16:57:00.742182,0.968794
2020-02-13 16:57:01.710976,0.968794
2020-02-13 16:57:02.773525,1.062549
2020-02-13 16:57:03.726693,0.953169
2020-02-13 16:57:04.726739,1.000046
2020-02-13 16:57:05.711159,0.9844200000000001
2020-02-13 16:57:06.695579,0.9844200000000001
2020-02-13 16:57:07.539368,0.8437889999999999
2020-02-13 17:00:26.626606,0.921917
2020-02-13 17:00:27.704780,1.078174
2020-02-13 17:01:12.675589,0.8594139999999999
2020-02-13 17:01:50.802334,0.890666
2020-02-13 17:01:51.708626,0.906291
2020-02-13 17:04:45.732217,0.812537
2020-02-13 17:07:40.083947,0.76566
2020-02-13 17:09:38.058097,0.578151
2020-02-13 17:09:38.667500,0.609403
2020-02-13 17:09:39.214400,0.5469
2020-02-13 17:09:46.699118,0.76566
2020-02-13 17:09:47.355398,0.65628
2020-02-13 17:09:48.105432,0.750034
2020-02-13 17:09:53.590058,0.7031569999999999
2020-02-13 17:09:54.168210,0.578151
2020-02-13 17:10:03.356130,0.7031569999999999
2020-02-13 17:10:04.043662,0.687531
2020-02-13 17:10:04.762445,0.718783
2020-02-13 17:10:05.574982,0.812537
2020-02-13 17:10:06.246888,0.671906
2020-02-13 17:10:06.981296,0.734409
2020-02-13 17:10:07.731331,0.750034
2020-02-13 17:10:15.731697,0.734409
2020-02-13 17:10:16.450480,0.718783
2020-02-13 17:10:17.200514,0.750034
2020-02-13 17:10:21.794474,0.671906
2020-02-13 17:10:22.357000,0.562526
2020-02-13 17:10:27.247849,0.750034
2020-02-13 17:10:27.872878,0.625029
2020-02-13 17:10:28.576035,0.7031569999999999
2020-02-13 17:10:29.294818,0.718783
2020-02-13 17:10:30.044852,0.750034
2020-02-13 17:10:36.092004,0.812537
2020-02-13 17:10:36.779535,0.687531
2020-02-13 17:10:37.529570,0.750034
2020-02-13 17:10:38.217101,0.687531
2020-02-13 17:10:38.982761,0.76566
2020-02-13 17:10:39.779673,0.7969109999999999
2020-02-13 17:10:40.498456,0.718783
2020-02-13 17:10:41.295367,0.7969109999999999
2020-02-13 17:10:42.029776,0.734409
2020-02-13 17:10:42.717307,0.687531
2020-02-13 17:10:43.373587,0.65628
2020-02-13 17:10:44.029867,0.65628
2020-02-13 17:10:44.717399,0.687531
2020-02-13 17:10:45.389304,0.671906
2020-02-13 17:10:46.154964,0.76566
2020-02-13 17:10:46.779993,0.625029
2020-02-13 17:10:47.389396,0.609403
2020-02-13 17:10:48.186307,0.7969109999999999
2020-02-13 17:12:26.831448,0.8437889999999999
2020-02-13 17:12:27.768991,0.937543
2020-02-13 17:12:31.894179,0.7969109999999999
2020-02-13 17:12:32.659839,0.76566
2020-02-13 17:12:44.941652,0.953169
2020-02-13 17:13:09.989673,0.7812859999999999
2020-02-13 17:13:11.005344,1.015671
2020-02-13 17:13:23.396537,0.8594139999999999
2020-02-13 17:13:24.427834,1.031297
2020-02-13 17:13:31.537534,0.937543
2020-02-13 17:13:32.443826,0.906291
2020-02-13 17:13:33.271989,0.8281629999999999
2020-02-13 17:13:34.068900,0.7969109999999999
2020-02-13 17:13:35.022069,0.953169
2020-02-13 17:13:35.865857,0.8437889999999999
2020-02-13 17:13:36.725272,0.8594139999999999
2020-02-13 17:13:42.131769,0.8750399999999999
2020-02-13 17:13:42.913055,0.7812859999999999
2020-02-13 17:13:43.678715,0.76566
2020-02-13 17:13:44.506878,0.8281629999999999
2020-02-13 17:13:45.428795,0.921917
2020-02-13 17:13:46.241332,0.812537
2020-02-13 17:13:56.835567,0.8594139999999999
2020-02-13 17:13:57.741859,0.906291
2020-02-13 17:13:58.632524,0.890666
2020-02-13 17:13:59.429436,0.7969109999999999
2020-02-13 17:14:00.476359,1.046923
2020-02-13 17:14:01.304522,0.8281629999999999
2020-02-13 17:14:15.711431,0.8281629999999999
2020-02-13 17:14:16.508343,0.7969109999999999
2020-02-13 17:14:17.383383,0.8750399999999999
2020-02-13 17:14:18.305300,0.921917
2020-02-13 17:14:19.117837,0.812537
2020-02-13 17:14:20.086632,0.968794
2020-02-13 17:14:29.962084,0.8437889999999999
2020-02-13 17:14:30.993381,1.031297
2020-02-13 17:14:31.852795,0.8594139999999999
2020-02-13 17:14:32.790338,0.937543
2020-02-13 17:14:33.571624,0.7812859999999999
2020-02-13 17:14:34.556044,0.9844200000000001
2020-02-13 17:14:35.509212,0.953169
2020-02-13 17:14:36.431130,0.921917
2020-02-13 17:14:45.900313,1.078174
2020-02-13 17:14:46.665973,0.76566
2020-02-13 17:14:47.369130,0.7031569999999999
2020-02-13 17:14:48.337925,0.968794
2020-02-13 17:14:49.197339,0.8594139999999999
2020-02-13 17:14:50.088005,0.890666
2020-02-13 17:14:51.088051,1.000046
2020-02-13 17:14:52.072471,0.9844200000000001
2020-02-13 17:14:52.963136,0.890666
2020-02-13 17:14:53.900679,0.937543
2020-02-13 17:14:54.775719,0.8750399999999999
2020-02-13 17:14:55.697637,0.921917
2020-02-13 17:14:56.572677,0.8750399999999999
2020-02-13 17:14:57.275834,0.7031569999999999
2020-02-13 17:14:58.103997,0.8281629999999999
2020-02-13 17:14:59.025914,0.921917
2020-02-13 17:14:59.994708,0.968794
2020-02-13 17:15:00.963503,0.968794
2020-02-13 17:15:01.791666,0.8281629999999999
2020-02-13 17:15:05.698094,0.8437889999999999
2020-02-13 17:15:06.573134,0.8750399999999999
2020-02-13 17:15:07.370046,0.7969109999999999
2020-02-13 17:15:08.151332,0.7812859999999999
2020-02-13 17:15:09.088875,0.937543
2020-02-13 17:15:09.901412,0.812537
2020-02-13 17:15:10.745200,0.8437889999999999
2020-02-13 17:15:11.604615,0.8594139999999999
2020-02-13 17:15:21.370687,0.8281629999999999
2020-02-13 17:15:22.151973,0.7812859999999999
2020-02-13 17:15:23.105141,0.953169
2020-02-13 17:15:23.808298,0.7031569999999999
2020-02-13 17:15:24.558333,0.750034
2020-02-13 17:15:25.308367,0.750034
2020-02-13 17:15:26.074027,0.76566
2020-02-13 17:15:27.042821,0.968794
2020-02-13 17:15:42.668537,0.8594139999999999
2020-02-13 17:15:43.418571,0.750034
2020-02-13 17:15:44.402991,0.9844200000000001
2020-02-13 17:15:48.090660,0.7031569999999999
2020-02-13 17:15:48.887571,0.7969109999999999
2020-02-13 17:15:49.793863,0.906291
2020-02-13 17:15:50.637651,0.8437889999999999
2020-02-13 17:15:51.340809,0.7031569999999999
2020-02-13 17:15:52.184597,0.8437889999999999
2020-02-13 17:15:53.028386,0.8437889999999999
2020-02-13 17:15:53.872175,0.8437889999999999
2020-02-13 17:15:54.731589,0.8594139999999999
2020-02-13 17:15:55.512875,0.7812859999999999
2020-02-13 17:15:56.356663,0.8437889999999999
2020-02-13 17:15:57.137949,0.7812859999999999
2020-02-13 17:15:57.919235,0.7812859999999999
2020-02-13 17:15:58.716146,0.7969109999999999
2020-02-13 17:15:59.497432,0.7812859999999999
2020-02-13 17:16:00.419349,0.921917
2020-02-13 17:16:01.106881,0.687531
2020-02-13 17:16:01.935044,0.8281629999999999
2020-02-13 17:16:02.669452,0.734409
2020-02-13 17:16:03.388235,0.718783
2020-02-13 17:16:04.200772,0.812537
2020-02-13 17:16:05.028935,0.8281629999999999
2020-02-13 17:16:05.888350,0.8594139999999999
2020-02-13 17:16:06.716512,0.8281629999999999
2020-02-13 17:16:07.450921,0.734409
2020-02-13 17:16:08.185330,0.734409
2020-02-13 17:16:08.950990,0.76566
2020-02-13 17:16:09.841655,0.890666
2020-02-13 17:16:13.513699,0.7969109999999999
2020-02-13 17:16:25.436119,0.7812859999999999
2020-02-13 17:16:26.264282,0.8281629999999999
2020-02-13 17:16:29.701940,0.687531
2020-02-13 17:16:30.389471,0.687531
2020-02-13 17:16:31.092628,0.7031569999999999
2020-02-13 17:16:31.811411,0.718783
2020-02-13 17:16:32.639574,0.8281629999999999
2020-02-13 17:16:33.436486,0.7969109999999999
2020-02-13 17:16:34.155268,0.718783
2020-02-13 17:16:34.999057,0.8437889999999999
2020-02-13 17:16:35.624086,0.625029
2020-02-13 17:16:36.436623,0.812537
2020-02-13 17:16:37.233534,0.7969109999999999
2020-02-13 17:16:44.968263,0.7969109999999999
2020-02-13 17:16:50.499767,0.890666
2020-02-13 17:16:51.281052,0.7812859999999999
2020-02-13 17:16:59.828319,0.7812859999999999
2020-02-13 17:17:00.672107,0.8437889999999999
2020-02-13 17:17:01.578399,0.906291
2020-02-13 17:17:02.359684,0.7812859999999999
2020-02-13 17:17:03.140970,0.7812859999999999
2020-02-13 17:17:04.047262,0.906291
2020-02-13 17:17:07.938065,0.7969109999999999
2020-02-13 17:17:08.781853,0.8437889999999999
2020-02-13 17:17:09.610016,0.8281629999999999
2020-02-13 17:17:16.297822,0.671906
2020-02-13 17:17:17.141611,0.8437889999999999
2020-02-13 17:17:17.922897,0.7812859999999999
2020-02-13 17:17:18.657305,0.734409
2020-02-13 17:17:19.360463,0.7031569999999999
2020-02-13 17:17:20.235503,0.8750399999999999
2020-02-13 17:17:21.016788,0.7812859999999999
2020-02-13 17:17:21.891829,0.8750399999999999
2020-02-13 17:17:22.579360,0.687531
2020-02-13 17:17:23.345020,0.76566
2020-02-13 17:17:24.110680,0.76566
2020-02-13 17:17:24.782586,0.671906
2020-02-13 17:17:25.579497,0.7969109999999999
2020-02-13 17:17:26.423286,0.8437889999999999
2020-02-13 17:17:27.313952,0.890666
2020-02-13 17:17:28.063986,0.750034
2020-02-13 17:17:28.829646,0.76566
2020-02-13 17:17:29.673435,0.8437889999999999
2020-02-13 17:17:30.532849,0.8594139999999999
2020-02-13 17:17:31.251632,0.718783
2020-02-13 17:17:32.048543,0.7969109999999999
2020-02-13 17:17:32.892332,0.8437889999999999
2020-02-13 17:17:33.626741,0.734409
2020-02-13 17:17:34.408026,0.7812859999999999
2020-02-13 17:17:35.314318,0.906291
2020-02-13 17:17:36.173732,0.8594139999999999
2020-02-13 17:17:37.033147,0.8594139999999999
2020-02-13 17:17:37.861310,0.8281629999999999
2020-02-13 17:17:38.845730,0.9844200000000001
2020-02-13 17:17:47.424247,0.8750399999999999
2020-02-13 17:17:52.221342,0.750034
2020-02-13 17:17:53.096382,0.8750399999999999
2020-02-13 17:17:53.846416,0.750034
